Entity,Year,Code,co2_per_capita,renewables_energy_per_capita,renewables_share_energy
Denmark,1986,DNK,11.483,114.771,0.264
Denmark,1987,DNK,11.36,147.269,0.352
Denmark,1988,DNK,10.725,224.458,0.542
Denmark,1989,DNK,9.485,320.953,0.842
Denmark,1990,DNK,10.402,472.533,1.204
Denmark,1991,DNK,12.437,627.774,1.391
Denmark,1992,DNK,11.279,821.416,1.949
Denmark,1993,DNK,11.674,1006.847,2.261
Denmark,1994,DNK,12.422,968.225,2.034
Denmark,1995,DNK,11.781,1027.221,2.209
Denmark,1996,DNK,14.231,1151.929,2.093
Denmark,1997,DNK,12.382,1603.764,3.228
Denmark,1998,DNK,11.545,2126.448,4.456
Denmark,1999,DNK,11.021,2371.869,5.143
Denmark,2000,DNK,10.17,2983.262,6.759
Denmark,2001,DNK,10.431,3116.031,7.065
Denmark,2002,DNK,10.334,3594.583,8.197
Denmark,2003,DNK,11.25,4267.713,9.054
Denmark,2004,DNK,10.195,4998.214,11.24
Denmark,2005,DNK,9.509,5123.191,11.955
Denmark,2006,DNK,10.943,4788.764,10.242
Denmark,2007,DNK,10.017,5295.982,11.953
Denmark,2008,DNK,9.33,5140.143,12.095
Denmark,2009,DNK,8.845,5103.104,12.844
Denmark,2010,DNK,8.866,6323.977,14.973
Denmark,2011,DNK,7.941,7283.569,18.525
Denmark,2012,DNK,7.128,7716.608,21.232
Denmark,2013,DNK,7.437,8152.597,21.856
Denmark,2014,DNK,6.657,9013.272,25.305
Denmark,2015,DNK,6.177,9334.219,27.025
Denmark,2016,DNK,6.445,9036.45,26.005
Denmark,2017,DNK,6.013,10584.267,30.501
Denmark,2018,DNK,5.973,10008.392,29.38
Denmark,2019,DNK,5.323,11090.295,30.183
Denmark,2020,DNK,4.853,11238.187,34.672
Denmark,2021,DNK,5.055,12497.036,38.81
Denmark,2022,DNK,4.929,13167.903,40.792
Denmark,2023,DNK,4.847,13156.062,40.938
Denmark,2024,DNK,4.746,13416.325,41.722
Ecuador,1965,ECU,0.429,130.406,8.031
Ecuador,1966,ECU,0.442,144.894,8.737
Ecuador,1967,ECU,0.46,154.95,8.897
Ecuador,1968,ECU,0.537,157.097,7.866
Ecuador,1969,ECU,0.601,169.217,8.218
Ecuador,1970,ECU,0.695,182.767,7.653
Ecuador,1971,ECU,0.666,192.778,7.567
Ecuador,1972,ECU,0.703,189.325,7.323
Ecuador,1973,ECU,0.782,179.757,6.685
Ecuador,1974,ECU,0.879,200.748,6.583
Ecuador,1975,ECU,1.033,245.066,8.172
Ecuador,1976,ECU,1.107,229.555,7.146
Ecuador,1977,ECU,0.993,205.93,5.537
Ecuador,1978,ECU,1.346,284.019,7.514
Ecuador,1979,ECU,1.528,247.764,6.463
Ecuador,1980,ECU,1.643,296.627,6.265
Ecuador,1981,ECU,1.987,258.008,5.042
Ecuador,1982,ECU,2.235,288.703,5.273
Ecuador,1983,ECU,2.208,540.761,10.386
Ecuador,1984,ECU,2.337,989.617,17.612
Ecuador,1985,ECU,2.081,978.218,15.085
Ecuador,1986,ECU,1.595,1167.447,17.637
Ecuador,1987,ECU,1.539,1298.095,19.516
Ecuador,1988,ECU,1.719,1339.109,17.825
Ecuador,1989,ECU,1.972,1343.615,17.743
Ecuador,1990,ECU,1.575,1322.545,17.296
Ecuador,1991,ECU,1.514,1317.444,15.927
Ecuador,1992,ECU,2.013,1263.984,15.684
Ecuador,1993,ECU,2.163,1446.912,17.698
Ecuador,1994,ECU,1.261,1603.637,18.394
Ecuador,1995,ECU,2.03,1236.775,15.267
Ecuador,1996,ECU,2.145,1491.886,16.502
Ecuador,1997,ECU,1.618,1508.627,15.246
Ecuador,1998,ECU,1.887,1475.162,15.101
Ecuador,1999,ECU,1.764,1598.562,18.299
Ecuador,2000,ECU,1.651,1666.164,20.573
Ecuador,2001,ECU,1.815,1512.864,18.737
Ecuador,2002,ECU,1.892,1569.01,20.06
Ecuador,2003,ECU,2.028,1463.111,18.572
Ecuador,2004,ECU,2.154,1476.705,17.818
Ecuador,2005,ECU,2.214,1359.451,15.75
Ecuador,2006,ECU,2.114,1385.597,15.435
