Entity,Code,Year,GDP per capita,World region according to OWID,renewables_energy_per_capita,renewables_share_energy
Singapore,SGP,1997,64291.203,Asia,201.659,0.185
Singapore,SGP,1998,60782.195,Asia,196.243,0.183
Singapore,SGP,1999,63746.48,Asia,193.02,0.185
Singapore,SGP,2000,68314.55,Asia,189.734,0.173
Singapore,SGP,2001,65784.4,Asia,359.102,0.295
Singapore,SGP,2002,67744.27,Asia,356.441,0.307
Singapore,SGP,2003,71877.53,Asia,373.8,0.341
Singapore,SGP,2004,78039.02,Asia,358.725,0.292
Singapore,SGP,2005,81841.16,Asia,349.709,0.275
Singapore,SGP,2006,86463.83,Asia,335.941,0.247
Singapore,SGP,2007,90417.805,Asia,335.587,0.238
Singapore,SGP,2008,87329.59,Asia,338.804,0.236
Singapore,SGP,2009,84843.516,Asia,332.353,0.223
Singapore,SGP,2010,95456.19,Asia,362.99,0.233
Singapore,SGP,2011,99296.76,Asia,367.386,0.231
Singapore,SGP,2012,101187.83,Asia,379.291,0.242
Singapore,SGP,2013,104359.03,Asia,415.454,0.265
Singapore,SGP,2014,107066.86,Asia,437.178,0.277
Singapore,SGP,2015,108953.73,Asia,481.738,0.292
Singapore,SGP,2016,111579.74,Asia,488.909,0.284
Singapore,SGP,2017,116471.82,Asia,486.864,0.277
Singapore,SGP,2018,119927.766,Asia,482.577,0.274
Singapore,SGP,2019,120114.13,Asia,504.024,0.293
Singapore,SGP,2020,115893.04,Asia,510.441,0.314
Singapore,SGP,2021,132617.36,Asia,555.244,0.338
Singapore,SGP,2022,133571.97,Asia,826.298,0.521
Singapore,SGP,2023,129555.24,Asia,844.254,0.493
Singapore,SGP,2024,132569.53,Asia,985.022,0.545
Slovakia,SVK,1990,17528.242,Europe,991.672,2.112
Slovakia,SVK,1991,14962.115,Europe,740.057,1.768
Slovakia,SVK,1992,13951.908,Europe,1013.966,2.529
Slovakia,SVK,1993,14163.014,Europe,1808.092,4.615
Slovakia,SVK,1994,14982.747,Europe,2264.028,5.892
Slovakia,SVK,1995,15811.925,Europe,2531.72,6.511
Slovakia,SVK,1996,16744.068,Europe,2189.617,5.597
Slovakia,SVK,1997,17630.04,Europe,2102.3,5.482
Slovakia,SVK,1998,18280.05,Europe,2205.25,5.696
Slovakia,SVK,1999,18174.98,Europe,2310.81,5.926
Slovakia,SVK,2000,18343.236,Europe,2382.796,5.923
Slovakia,SVK,2001,18914.39,Europe,2682.606,6.48
Slovakia,SVK,2002,19757.068,Europe,2777.906,6.658
Slovakia,SVK,2003,20730.25,Europe,1826.136,4.499
Slovakia,SVK,2004,21851.955,Europe,2083.346,5.248
Slovakia,SVK,2005,23266.758,Europe,2361.473,5.658
Slovakia,SVK,2006,25342.31,Europe,2508.889,6.177
Slovakia,SVK,2007,28075.807,Europe,2609.465,6.844
Slovakia,SVK,2008,29556.262,Europe,2441.149,6.238
Slovakia,SVK,2009,27891.896,Europe,2625.209,7.41
Slovakia,SVK,2010,29758.174,Europe,3140.685,8.314
Slovakia,SVK,2011,30481.377,Europe,2727.632,7.51
Slovakia,SVK,2012,30907.04,Europe,2907.868,8.349
Slovakia,SVK,2013,31090.988,Europe,3317.78,9.315
Slovakia,SVK,2014,31901.943,Europe,3370.635,10.176
Slovakia,SVK,2015,33521.594,Europe,3323.049,9.931
Slovakia,SVK,2016,34130.504,Europe,3566.207,10.577
Slovakia,SVK,2017,35057.223,Europe,3511.669,9.896
Slovakia,SVK,2018,36430.793,Europe,3153.971,9.047
Slovakia,SVK,2019,37209.535,Europe,3543.796,10.549
Slovakia,SVK,2020,36216.4,Europe,3630.7,11.039
Slovakia,SVK,2021,38346.094,Europe,3632.72,10.213
Slovakia,SVK,2022,38664.906,Europe,3153.284,9.672
Slovakia,SVK,2023,39518.223,Europe,3488.506,10.553
Slovakia,SVK,2024,40319.055,Europe,3678.245,11.295
Slovenia,SVN,1990,25345.049,Europe,4134.669,12.088
Slovenia,SVN,1991,23074.668,Europe,5013.139,14.667
Slovenia,SVN,1992,21845.963,Europe,4764.023,14.881
Slovenia,SVN,1993,22520.738,Europe,4234.726,12.808
Slovenia,SVN,1994,23747.986,Europe,4748.703,13.491
Slovenia,SVN,1995,24718.023,Europe,4543.706,12.293
Slovenia,SVN,1996,25454.125,Europe,5128.312,13.217
Slovenia,SVN,1997,26806.463,Europe,4326.796,10.88
Slovenia,SVN,1998,27688.094,Europe,4839.894,12.121
Slovenia,SVN,1999,29125.89,Europe,5291.236,13.415
Slovenia,SVN,2000,30055.572,Europe,5470.433,14.026
Slovenia,SVN,2001,30857.111,Europe,5383.361,13.181
Slovenia,SVN,2002,31830.555,Europe,4717.613,11.619
Slovenia,SVN,2003,32827.75,Europe,4235.119,10.627
Slovenia,SVN,2004,34298.13,Europe,5756.413,13.64
Slovenia,SVN,2005,35558.38,Europe,4831.209,11.438
Slovenia,SVN,2006,37539.46,Europe,4973.436,11.735
Slovenia,SVN,2007,39995.207,Europe,4554.15,10.853
Slovenia,SVN,2008,41278.61,Europe,5827.059,12.746
Slovenia,SVN,2009,37802.09,Europe,6553.404,15.641
Slovenia,SVN,2010,38056.18,Europe,6363.255,15.228
Slovenia,SVN,2011,38226.125,Europe,5174.299,12.763
Slovenia,SVN,2012,37033.766,Europe,5794.243,14.747
Slovenia,SVN,2013,36678.875,Europe,6758.373,17.451
Slovenia,SVN,2014,37655.2,Europe,8483.871,21.441
Slovenia,SVN,2015,38527.42,Europe,5591.392,15.619
Slovenia,SVN,2016,39667.457,Europe,6351.829,16.631
Slovenia,SVN,2017,41692.836,Europe,5622.047,14.55
Slovenia,SVN,2018,43361.094,Europe,6786.819,17.278
Slovenia,SVN,2019,44569.586,Europe,6600.878,17.43
Slovenia,SVN,2020,42463.562,Europe,7160.769,19.778
Slovenia,SVN,2021,45914.06,Europe,7004.991,19.61
Slovenia,SVN,2022,47050.066,Europe,5247.844,15.912
Slovenia,SVN,2023,47977.426,Europe,7878.974,23.026
Slovenia,SVN,2024,48648.906,Europe,9084.189,24.736
South Africa,ZAF,1990,10811.151,Africa,68.854,0.273
South Africa,ZAF,1991,10459.356,Africa,131.933,0.539
South Africa,ZAF,1992,10053.61,Africa,49.216,0.204
South Africa,ZAF,1993,9976.965,Africa,9.367,0.04
South Africa,ZAF,1994,10130.806,Africa,67.797,0.279
South Africa,ZAF,1995,10318.839,Africa,32.99,0.132
South Africa,ZAF,1996,10623.86,Africa,85.353,0.338
South Africa,ZAF,1997,10770.278,Africa,137.241,0.538
South Africa,ZAF,1998,10693.688,Africa,111.467,0.45
South Africa,ZAF,1999,10831.659,Africa,56.329,0.223
South Africa,ZAF,2000,11183.825,Africa,97.039,0.386
South Africa,ZAF,2001,11387.492,Africa,128.37,0.513
South Africa,ZAF,2002,11697.565,Africa,159.791,0.661
South Africa,ZAF,2003,11923.121,Africa,85.091,0.328
South Africa,ZAF,2004,12341.21,Africa,91.435,0.327
South Africa,ZAF,2005,12861.563,Africa,100.778,0.384
South Africa,ZAF,2006,13444.233,Africa,183.383,0.692
South Africa,ZAF,2007,14016.244,Africa,194.673,0.723
South Africa,ZAF,2008,14297.688,Africa,106.477,0.373
South Africa,ZAF,2009,13910.702,Africa,109.357,0.39
South Africa,ZAF,2010,14164.996,Africa,86.615,0.31
South Africa,ZAF,2011,14434.261,Africa,188.635,0.692
South Africa,ZAF,2012,14563.763,Africa,94.637,0.358
South Africa,ZAF,2013,14681.097,Africa,103.817,0.397
South Africa,ZAF,2014,14643.339,Africa,210.816,0.81
South Africa,ZAF,2015,14541.675,Africa,321.581,1.29
South Africa,ZAF,2016,14501.281,Africa,382.581,1.482
South Africa,ZAF,2017,14573.598,Africa,551.836,2.16
South Africa,ZAF,2018,14553.562,Africa,549.832,2.29
South Africa,ZAF,2019,14352.67,Africa,552.211,2.24
South Africa,ZAF,2020,13250.566,Africa,595.63,2.582
South Africa,ZAF,2021,13681.955,Africa,740.451,3.247
South Africa,ZAF,2022,13767.497,Africa,785.367,3.648
South Africa,ZAF,2023,13695.376,Africa,810.93,3.757
South Africa,ZAF,2024,13597.654,Africa,755.335,3.557
South Korea,KOR,1990,14377.884,Asia,295.22,1.211
South Korea,KOR,1991,15784.467,Asia,217.966,0.793
South Korea,KOR,1992,16613.49,Asia,192.808,0.627
South Korea,KOR,1993,17595.904,Asia,261.798,0.78
South Korea,KOR,1994,19052.299,Asia,144.585,0.401
South Korea,KOR,1995,20697.896,Asia,186.325,0.476
South Korea,KOR,1996,22139.797,Asia,175.334,0.408
South Korea,KOR,1997,23311.043,Asia,175.691,0.377
South Korea,KOR,1998,22000.338,Asia,261.409,0.617
South Korea,KOR,1999,24382.25,Asia,254.929,0.556
South Korea,KOR,2000,26404.158,Asia,244.737,0.508
South Korea,KOR,2001,27440.656,Asia,143.764,0.293
South Korea,KOR,2002,29395.277,Asia,200.35,0.393
South Korea,KOR,2003,30142.46,Asia,294.409,0.562
South Korea,KOR,2004,31579.527,Asia,267.389,0.499
South Korea,KOR,2005,32886.047,Asia,231.429,0.421
South Korea,KOR,2006,34429.62,Asia,234.288,0.42
South Korea,KOR,2007,36257.34,Asia,272.983,0.477
South Korea,KOR,2008,37064.152,Asia,291.597,0.502
South Korea,KOR,2009,37176.195,Asia,316.985,0.545
South Korea,KOR,2010,39574.05,Asia,393.433,0.63
South Korea,KOR,2011,40719.227,Asia,483.6,0.743
South Korea,KOR,2012,41537.67,Asia,531.801,0.816
South Korea,KOR,2013,42709.977,Asia,644.801,0.999
South Korea,KOR,2014,43806.926,Asia,812.16,1.259
South Korea,KOR,2015,44849.105,Asia,942.29,1.451
South Korea,KOR,2016,46088.242,Asia,1102.805,1.65
South Korea,KOR,2017,47536.79,Asia,1328.245,1.971
South Korea,KOR,2018,48834.445,Asia,1639.774,2.384
South Korea,KOR,2019,49790.867,Asia,1899.875,2.807
South Korea,KOR,2020,49374.094,Asia,2256.865,3.466
South Korea,KOR,2021,51718.25,Asia,2662.11,3.877
South Korea,KOR,2022,53228.605,Asia,3016.082,4.333
South Korea,KOR,2023,54029.344,Asia,3188.189,4.66
South Korea,KOR,2024,55070.938,Asia,3305.514,4.748
Spain,ESP,1990,31773.227,Europe,1850.935,6.819
Spain,ESP,1991,32499.348,Europe,1977.927,7.06
Spain,ESP,1992,32641.082,Europe,1386.613,4.743
Spain,ESP,1993,32137.314,Europe,1762.109,6.274
Spain,ESP,1994,32746.93,Europe,2026.872,6.927
Spain,ESP,1995,33501.73,Europe,1701.533,5.624
Spain,ESP,1996,34232.38,Europe,2857.789,9.156
Spain,ESP,1997,35312.086,Europe,2554.797,7.897
Spain,ESP,1998,36679.094,Europe,2536.84,7.534
Spain,ESP,1999,38141.316,Europe,1876.009,5.341
Spain,ESP,2000,39945.9,Europe,2437.485,6.598
Spain,ESP,2001,41224.293,Europe,3325.656,8.709
Spain,ESP,2002,41766.04,Europe,2312.318,6.016
Spain,ESP,2003,42223.13,Europe,3642.437,9.207
Spain,ESP,2004,42793.39,Europe,3213.824,8.02
Spain,ESP,2005,43570.766,Europe,2578.969,6.442
Spain,ESP,2006,44572.68,Europe,3143.563,7.933
Spain,ESP,2007,45301.285,Europe,3538.539,8.869
Spain,ESP,2008,44926.348,Europe,3797.784,9.972
Spain,ESP,2009,42852.223,Europe,4533.11,12.913
Spain,ESP,2010,42695.527,Europe,5888.193,16.49
Spain,ESP,2011,42271.836,Europe,5362.245,15.329
Spain,ESP,2012,41034.047,Europe,5519.315,15.917
Spain,ESP,2013,40594.914,Europe,6410.15,19.29
Spain,ESP,2014,41339.41,Europe,6382.356,19.445
Spain,ESP,2015,43053.76,Europe,5655.077,16.977
Spain,ESP,2016,44274.668,Europe,6059.299,18.117
Spain,ESP,2017,45446.25,Europe,5181.652,15.319
Spain,ESP,2018,46325.21,Europe,6127.056,17.923
Spain,ESP,2019,46896.418,Europe,5632.346,17.063
Spain,ESP,2020,41553.45,Europe,6451.247,21.929
Spain,ESP,2021,44251.664,Europe,7047.321,22.272
Spain,ESP,2022,46733.48,Europe,6860.192,20.877
Spain,ESP,2023,47322.594,Europe,8000.788,24.822
Spain,ESP,2024,48460.293,Europe,8628.893,25.863
Sri Lanka,LKA,1990,4561.579,Asia,534.204,29.79
Sri Lanka,LKA,1991,4735.8193,Asia,525.465,29.579
Sri Lanka,LKA,1992,4866.2393,Asia,481.22,25.59
Sri Lanka,LKA,1993,5114.4365,Asia,619.317,30.813
Sri Lanka,LKA,1994,5322.7295,Asia,657.488,30.635
Sri Lanka,LKA,1995,5523.312,Asia,713.91,31.403
Sri Lanka,LKA,1996,5624.024,Asia,504.498,21.369
Sri Lanka,LKA,1997,5871.723,Asia,524.75,21.955
Sri Lanka,LKA,1998,6032.622,Asia,584.796,23.41
Sri Lanka,LKA,1999,6176.2354,Asia,613.039,23.242
Sri Lanka,LKA,2000,6428.6133,Asia,461.887,16.823
Sri Lanka,LKA,2001,6230.031,Asia,440.042,16.752
Sri Lanka,LKA,2002,6409.863,Asia,374.254,13.979
Sri Lanka,LKA,2003,6741.0127,Asia,454.037,16.628
Sri Lanka,LKA,2004,7059.911,Asia,401.44,15.216
Sri Lanka,LKA,2005,7452.742,Asia,461.297,15.244
Sri Lanka,LKA,2006,7970.665,Asia,611.307,18.984
Sri Lanka,LKA,2007,8454.207,Asia,514.724,15.797
Sri Lanka,LKA,2008,8897.827,Asia,531.504,17.442
Sri Lanka,LKA,2009,9156.319,Asia,496.8,16.162
Sri Lanka,LKA,2010,9832.187,Asia,716.417,21.793
Sri Lanka,LKA,2011,10618.492,Asia,582.327,16.358
Sri Lanka,LKA,2012,11447.693,Asia,424.394,11.61
Sri Lanka,LKA,2013,12249.723,Asia,863.392,23.64
Sri Lanka,LKA,2014,12909.966,Asia,580.295,14.695
Sri Lanka,LKA,2015,13329.779,Asia,750.589,18.069
Sri Lanka,LKA,2016,13845.614,Asia,544.566,11.92
Sri Lanka,LKA,2017,14572.485,Asia,532.714,11.102
Sri Lanka,LKA,2018,14759.825,Asia,801.33,16.029
Sri Lanka,LKA,2019,14637.444,Asia,641.587,12.824
Sri Lanka,LKA,2020,13886.651,Asia,686.401,14.89
Sri Lanka,LKA,2021,14316.135,Asia,994.347,21.005
Sri Lanka,LKA,2022,13249.065,Asia,986.263,23.449
Sri Lanka,LKA,2023,13024.94,Asia,901.379,20.969
Sri Lanka,LKA,2024,13752.837,Asia,1104.876,23.25
Sweden,SWE,1990,40549.31,Europe,24244.986,33.094
Sweden,SWE,1991,39812.316,Europe,21067.799,28.996
Sweden,SWE,1992,39120.926,Europe,24566.73,33.494
Sweden,SWE,1993,38090.945,Europe,24579.428,34.016
Sweden,SWE,1994,39340.0,Europe,19513.822,26.997
Sweden,SWE,1995,40736.426,Europe,22297.711,30.274
Sweden,SWE,1996,41364.984,Europe,17051.822,23.689
Sweden,SWE,1997,42608.414,Europe,22729.518,30.62
Sweden,SWE,1998,44392.844,Europe,24536.768,31.589
Sweden,SWE,1999,46221.81,Europe,23546.432,31.011
Sweden,SWE,2000,48284.8,Europe,26190.799,36.656
Sweden,SWE,2001,48810.645,Europe,26046.82,34.203
Sweden,SWE,2002,49760.215,Europe,22060.855,31.103
Sweden,SWE,2003,50507.934,Europe,18151.115,27.305
Sweden,SWE,2004,52412.41,Europe,21178.365,29.336
Sweden,SWE,2005,53661.316,Europe,24610.812,33.911
Sweden,SWE,2006,55855.496,Europe,21560.998,31.833
Sweden,SWE,2007,57230.79,Europe,23355.402,34.16
Sweden,SWE,2008,56262.47,Europe,24316.623,36.048
Sweden,SWE,2009,53411.2,Europe,23476.791,38.656
Sweden,SWE,2010,56003.27,Europe,24123.18,37.37
Sweden,SWE,2011,57340.504,Europe,24374.992,38.676
Sweden,SWE,2012,56682.02,Europe,27882.438,42.346
Sweden,SWE,2013,56843.164,Europe,23367.621,38.22
Sweden,SWE,2014,57574.05,Europe,23917.977,39.703
Sweden,SWE,2015,59468.355,Europe,28046.465,45.535
Sweden,SWE,2016,59977.387,Europe,24415.143,40.906
Sweden,SWE,2017,60288.8,Europe,25395.605,41.625
Sweden,SWE,2018,60647.45,Europe,24221.393,41.607
Sweden,SWE,2019,61601.63,Europe,25857.174,43.747
Sweden,SWE,2020,59975.363,Europe,28658.447,51.056
Sweden,SWE,2021,62731.7,Europe,29504.889,50.01
Sweden,SWE,2022,63088.42,Europe,30134.83,52.434
Sweden,SWE,2023,62662.766,Europe,28815.332,52.459
Sweden,SWE,2024,62978.938,Europe,28580.643,51.318
Switzerland,CHE,1990,64010.758,Europe,12534.071,25.902
Switzerland,CHE,1991,62636.773,Europe,13311.812,27.136
Switzerland,CHE,1992,61922.89,Europe,13435.168,27.266
Switzerland,CHE,1993,61284.203,Europe,14548.305,29.895
Switzerland,CHE,1994,61569.598,Europe,15766.931,31.106
Switzerland,CHE,1995,61453.63,Europe,14133.865,29.6
Switzerland,CHE,1996,61471.168,Europe,11566.432,25.121
Switzerland,CHE,1997,62709.99,Europe,13634.157,27.801
Switzerland,CHE,1998,64418.387,Europe,13384.951,27.211
Switzerland,CHE,1999,65177.883,Europe,15888.704,31.122
Switzerland,CHE,2000,67378.39,Europe,14611.344,29.476
Switzerland,CHE,2001,68008.34,Europe,16181.807,30.748
Switzerland,CHE,2002,67446.41,Europe,13636.496,28.021
Switzerland,CHE,2003,66926.17,Europe,13322.819,27.866
Switzerland,CHE,2004,68263.44,Europe,12810.512,27.041
Switzerland,CHE,2005,69692.59,Europe,11742.595,26.14
Switzerland,CHE,2006,72077.86,Europe,11570.019,25.217
Switzerland,CHE,2007,74234.305,Europe,12946.02,28.119
Switzerland,CHE,2008,75355.2,Europe,12982.577,27.972
Switzerland,CHE,2009,72709.81,Europe,12653.458,28.184
Switzerland,CHE,2010,74290.266,Europe,12566.832,27.969
Switzerland,CHE,2011,74800.89,Europe,11243.356,27.144
Switzerland,CHE,2012,74883.62,Europe,13176.95,30.448
Switzerland,CHE,2013,75354.16,Europe,12981.034,29.926
Switzerland,CHE,2014,76189.6,Europe,12779.302,31.115
Switzerland,CHE,2015,76566.08,Europe,12742.798,32.122
Switzerland,CHE,2016,77301.21,Europe,11576.229,31.376
Switzerland,CHE,2017,77626.91,Europe,11474.347,31.293
Switzerland,CHE,2018,79261.36,Europe,11600.28,31.434
Switzerland,CHE,2019,79596.7,Europe,12451.747,32.559
Switzerland,CHE,2020,77324.89,Europe,12441.237,35.598
Switzerland,CHE,2021,81001.414,Europe,12115.104,37.276
Switzerland,CHE,2022,82777.3,Europe,10301.69,31.096
Switzerland,CHE,2023,82295.3,Europe,12423.773,35.636
Switzerland,CHE,2024,82286.18,Europe,14769.381,39.868
Thailand,THA,1990,8701.954,Asia,250.091,3.878
Thailand,THA,1991,9294.031,Asia,226.602,3.236
Thailand,THA,1992,9886.899,Asia,205.52,2.724
Thailand,THA,1993,10538.816,Asia,176.398,2.092
Thailand,THA,1994,11215.037,Asia,212.679,2.278
Thailand,THA,1995,11953.92,Asia,317.438,3.056
Thailand,THA,1996,12456.329,Asia,345.275,2.978
Thailand,THA,1997,11952.85,Asia,338.033,2.807
Thailand,THA,1998,10897.153,Asia,245.484,2.24
Thailand,THA,1999,11253.388,Asia,174.473,1.521
Thailand,THA,2000,11622.525,Asia,285.864,2.432
Thailand,THA,2001,11901.318,Asia,298.457,2.432
Thailand,THA,2002,12512.184,Asia,350.644,2.662
Thailand,THA,2003,13287.305,Asia,362.117,2.58
Thailand,THA,2004,13997.001,Asia,332.936,2.204
Thailand,THA,2005,14458.255,Asia,325.626,2.108
Thailand,THA,2006,15051.061,Asia,426.257,2.724
Thailand,THA,2007,15742.655,Asia,454.556,2.832
Thailand,THA,2008,15891.782,Asia,455.979,2.862
Thailand,THA,2009,15665.903,Asia,484.441,2.98
Thailand,THA,2010,16730.37,Asia,472.55,2.75
Thailand,THA,2011,16766.348,Asia,603.914,3.442
Thailand,THA,2012,17869.637,Asia,703.091,3.781
Thailand,THA,2013,18242.426,Asia,713.509,3.8
Thailand,THA,2014,18324.615,Asia,818.419,4.24
Thailand,THA,2015,18811.998,Asia,819.53,4.202
Thailand,THA,2016,19370.61,Asia,914.672,4.617
Thailand,THA,2017,20094.678,Asia,1068.898,5.318
Thailand,THA,2018,20879.902,Asia,1318.597,6.379
Thailand,THA,2019,21277.84,Asia,1434.843,6.951
Thailand,THA,2020,19957.258,Asia,1339.471,6.97
Thailand,THA,2021,20242.77,Asia,1357.22,7.034
Thailand,THA,2022,20762.795,Asia,1399.12,7.248
Thailand,THA,2023,21191.453,Asia,1469.342,7.608
Thailand,THA,2024,21740.541,Asia,1464.25,7.403
Trinidad and Tobago,TTO,1990,11869.528,North America,77.363,0.139
Trinidad and Tobago,TTO,1991,12142.349,North America,61.897,0.113
Trinidad and Tobago,TTO,1992,13267.978,North America,73.721,0.128
Trinidad and Tobago,TTO,1993,13088.707,North America,68.334,0.113
Trinidad and Tobago,TTO,1994,13472.746,North America,77.618,0.122
Trinidad and Tobago,TTO,1995,13912.313,North America,79.623,0.116
Trinidad and Tobago,TTO,1996,14838.902,North America,40.836,0.053
Trinidad and Tobago,TTO,1997,15895.244,North America,43.076,0.056
Trinidad and Tobago,TTO,1998,17129.092,North America,42.932,0.055
Trinidad and Tobago,TTO,1999,18440.574,North America,42.785,0.049
Trinidad and Tobago,TTO,2000,19637.555,North America,48.474,0.054
Trinidad and Tobago,TTO,2001,20366.754,North America,70.532,0.074
Trinidad and Tobago,TTO,2002,21876.854,North America,63.814,0.06
Trinidad and Tobago,TTO,2003,24910.822,North America,31.883,0.028
Trinidad and Tobago,TTO,2004,26757.908,North America,58.618,0.046
Trinidad and Tobago,TTO,2005,29536.44,North America,56.303,0.041
Trinidad and Tobago,TTO,2006,33348.75,North America,65.88,0.041
Trinidad and Tobago,TTO,2007,34793.645,North America,49.885,0.031
Trinidad and Tobago,TTO,2008,35825.332,North America,52.347,0.033
Trinidad and Tobago,TTO,2009,34212.27,North America,50.552,0.032
Trinidad and Tobago,TTO,2010,35145.125,North America,8.278,0.005
Trinidad and Tobago,TTO,2011,34769.76,North America,8.186,0.005
Trinidad and Tobago,TTO,2012,36903.69,North America,11.434,0.007
Trinidad and Tobago,TTO,2013,37994.07,North America,11.275,0.007
Trinidad and Tobago,TTO,2014,39248.656,North America,11.151,0.007
Trinidad and Tobago,TTO,2015,38963.965,North America,11.08,0.007
Trinidad and Tobago,TTO,2016,35914.99,North America,10.936,0.008
Trinidad and Tobago,TTO,2017,34095.99,North America,10.82,0.008
Trinidad and Tobago,TTO,2018,33710.02,North America,10.581,0.008
Trinidad and Tobago,TTO,2019,33748.707,North America,10.427,0.008
Trinidad and Tobago,TTO,2020,30720.887,North America,10.428,0.009
Trinidad and Tobago,TTO,2021,30482.121,North America,10.356,0.009
Trinidad and Tobago,TTO,2022,30784.111,North America,10.274,0.009
Trinidad and Tobago,TTO,2023,31196.604,North America,10.163,0.009
Trinidad and Tobago,TTO,2024,31960.156,North America,11.434,0.011
Turkey,TUR,1990,12184.199,Asia,1152.343,11.585
Turkey,TUR,1991,12057.936,Asia,1111.793,11.138
Turkey,TUR,1992,12451.045,Asia,1278.919,12.401
Turkey,TUR,1993,13174.467,Asia,1605.562,14.592
Turkey,TUR,1994,12343.004,Asia,1421.983,13.571
Turkey,TUR,1995,13099.258,Asia,1633.576,14.165
Turkey,TUR,1996,13826.92,Asia,1827.905,14.756
Turkey,TUR,1997,14631.296,Asia,1778.401,13.917
Turkey,TUR,1998,14704.339,Asia,1856.718,14.377
Turkey,TUR,1999,14066.189,Asia,1502.537,12.09
Turkey,TUR,2000,14856.915,Asia,1323.956,10.096
Turkey,TUR,2001,13872.129,Asia,1016.725,8.632
Turkey,TUR,2002,14587.895,Asia,1389.272,10.918
Turkey,TUR,2003,15255.718,Asia,1429.371,10.734
Turkey,TUR,2004,16583.883,Asia,1830.71,13.0
Turkey,TUR,2005,17902.596,Asia,1541.987,10.807
Turkey,TUR,2006,18972.01,Asia,1703.712,10.874
Turkey,TUR,2007,19909.084,Asia,1374.154,8.326
Turkey,TUR,2008,19839.584,Asia,1273.659,7.784
Turkey,TUR,2009,18612.193,Asia,1387.283,8.472
Turkey,TUR,2010,19897.447,Asia,1986.259,11.71
Turkey,TUR,2011,21760.43,Asia,2038.148,11.392
Turkey,TUR,2012,22517.715,Asia,2257.445,12.031
Turkey,TUR,2013,24117.312,Asia,2390.893,13.033
Turkey,TUR,2014,24888.852,Asia,1762.229,9.501
Turkey,TUR,2015,25984.803,Asia,2696.593,13.673
Turkey,TUR,2016,26489.645,Asia,2839.983,13.986
Turkey,TUR,2017,28194.688,Asia,2703.109,12.632
Turkey,TUR,2018,28780.303,Asia,2976.381,14.13
Turkey,TUR,2019,28741.053,Asia,3952.016,18.384
Turkey,TUR,2020,28976.719,Asia,3805.278,18.103
Turkey,TUR,2021,32105.547,Asia,3515.561,15.696
Turkey,TUR,2022,33520.812,Asia,4055.604,18.036
Turkey,TUR,2023,35069.17,Asia,4092.316,18.326
Turkey,TUR,2024,36154.492,Asia,4701.284,19.786
Turkmenistan,TKM,1990,7925.498,Asia,2.216,0.005
Turkmenistan,TKM,1991,7373.584,Asia,2.161,0.006
Turkmenistan,TKM,1992,6128.9155,Asia,2.958,0.008
Turkmenistan,TKM,1993,6085.5254,Asia,3.444,0.011
Turkmenistan,TKM,1994,4929.734,Asia,2.699,0.008
Turkmenistan,TKM,1995,4493.4277,Asia,2.651,0.011
Turkmenistan,TKM,1996,4712.8335,Asia,3.257,0.009
Turkmenistan,TKM,1997,4105.369,Asia,3.203,0.011
Turkmenistan,TKM,1998,4323.302,Asia,3.779,0.012
Turkmenistan,TKM,1999,4945.0854,Asia,3.092,0.011
Turkmenistan,TKM,2000,5112.5293,Asia,1.912,0.007
Turkmenistan,TKM,2001,5228.803,Asia,1.864,0.006
Turkmenistan,TKM,2002,5138.871,Asia,1.812,0.007
Turkmenistan,TKM,2003,5203.8545,Asia,1.767,0.005
Turkmenistan,TKM,2004,5360.224,Asia,1.724,0.005
Turkmenistan,TKM,2005,5945.9526,Asia,1.678,0.005
Turkmenistan,TKM,2006,6476.828,Asia,1.638,0.005
Turkmenistan,TKM,2007,7060.1484,Asia,1.6,0.005
Turkmenistan,TKM,2008,7944.996,Asia,1.557,0.005
Turkmenistan,TKM,2009,8264.865,Asia,1.518,0.004
Turkmenistan,TKM,2010,8842.333,Asia,1.551,0.003
Turkmenistan,TKM,2011,9929.689,Asia,1.646,0.004
Turkmenistan,TKM,2012,10794.233,Asia,1.835,0.003
Turkmenistan,TKM,2013,11633.291,Asia,2.154,0.005
Turkmenistan,TKM,2014,12544.398,Asia,2.627,0.006
Turkmenistan,TKM,2015,13057.83,Asia,3.411,0.007
Turkmenistan,TKM,2016,13552.848,Asia,4.003,0.007
Turkmenistan,TKM,2017,14107.667,Asia,3.886,0.008
Turkmenistan,TKM,2018,14648.136,Asia,3.78,0.007
Turkmenistan,TKM,2019,15231.306,Asia,3.679,0.007
Turkmenistan,TKM,2020,15791.178,Asia,3.603,0.006
Turkmenistan,TKM,2021,16434.14,Asia,3.511,0.006
Turkmenistan,TKM,2022,17119.574,Asia,3.436,0.005
Turkmenistan,TKM,2023,17866.404,Asia,3.348,0.006
Turkmenistan,TKM,2024,18662.299,Asia,3.299,0.007
Ukraine,UKR,1990,22815.799,Europe,561.062,0.916
Ukraine,UKR,1991,20784.16,Europe,623.484,1.089
Ukraine,UKR,1992,18671.873,Europe,418.495,0.867
Ukraine,UKR,1993,16012.372,Europe,585.746,1.386
Ukraine,UKR,1994,12410.525,Europe,646.384,1.781
Ukraine,UKR,1995,10983.009,Europe,535.119,1.5
Ukraine,UKR,1996,9969.501,Europe,468.077,1.396
Ukraine,UKR,1997,9754.05,Europe,539.072,1.653
