Entity,Year,Code,co2_per_capita,renewables_energy_per_capita,renewables_share_energy,GDP per capita,World region according to OWID
United Kingdom,2001,GBR,9.749,472.535,1.043,43976.84,Europe
United Kingdom,2002,GBR,9.41,545.296,1.237,44539.465,Europe
United Kingdom,2003,GBR,9.556,531.512,1.194,45759.402,Europe
United Kingdom,2004,GBR,9.53,691.013,1.549,46558.13,Europe
United Kingdom,2005,GBR,9.412,830.711,1.86,47529.938,Europe
United Kingdom,2006,GBR,9.301,895.823,2.047,48215.047,Europe
United Kingdom,2007,GBR,9.093,986.934,2.337,49243.25,Europe
United Kingdom,2008,GBR,8.785,1156.427,2.81,48833.07,Europe
United Kingdom,2009,GBR,7.905,1155.193,2.989,46241.805,Europe
United Kingdom,2010,GBR,8.125,1192.189,3.043,46917.89,Europe
United Kingdom,2011,GBR,7.396,1561.658,4.268,46949.02,Europe
United Kingdom,2012,GBR,7.622,1801.004,4.869,47328.21,Europe
United Kingdom,2013,GBR,7.418,2457.214,6.655,47820.28,Europe
United Kingdom,2014,GBR,6.765,2942.152,8.506,48964.285,Europe
United Kingdom,2015,GBR,6.461,3658.91,10.562,49652.72,Europe
United Kingdom,2016,GBR,6.062,3610.795,10.659,50346.86,Europe
United Kingdom,2017,GBR,5.838,4189.004,12.44,51586.676,Europe
United Kingdom,2018,GBR,5.689,4667.942,13.98,52131.695,Europe
United Kingdom,2019,GBR,5.435,5081.304,15.684,52515.684,Europe
United Kingdom,2020,GBR,4.844,5556.822,19.068,47158.984,Europe
United Kingdom,2021,GBR,5.059,5098.234,17.482,51004.426,Europe
United Kingdom,2022,GBR,4.563,5568.103,19.072,53139.152,Europe
United Kingdom,2023,GBR,4.482,5552.381,19.976,52592.684,Europe
United Kingdom,2024,GBR,4.526,5903.351,21.293,52621.18,Europe
United States,1990,USA,20.254,4013.992,4.516,44378.523,North America
United States,1991,USA,19.793,3962.816,4.519,43742.027,North America
United States,1992,USA,19.949,3590.961,4.083,44659.152,North America
United States,1993,USA,20.102,3885.076,4.377,45286.934,North America
United States,1994,USA,20.197,3645.031,4.076,46537.355,North America
United States,1995,USA,20.23,4114.201,4.551,47220.957,North America
United States,1996,USA,20.679,4433.159,4.791,48435.7,North America
United States,1997,USA,20.745,4509.891,4.884,49984.27,North America
United States,1998,USA,20.775,4131.355,4.489,51619.87,North America
United States,1999,USA,20.806,4065.928,4.383,53474.047,North America
United States,2000,USA,21.398,3623.22,3.856,55038.62,North America
United States,2001,USA,20.767,2987.609,3.287,55017.305,North America
United States,2002,USA,20.718,3514.352,3.851,55436.117,North America
United States,2003,USA,20.718,3638.041,4.012,56498.207,North America
United States,2004,USA,20.874,3611.492,3.944,58131.633,North America
United States,2005,USA,20.719,3677.244,4.055,59604.754,North America
United States,2006,USA,20.237,4008.919,4.502,60676.566,North America
United States,2007,USA,20.28,3773.604,4.222,61306.598,North America
United States,2008,USA,19.409,4168.733,4.833,60798.434,North America
United States,2009,USA,17.811,4547.645,5.601,58714.973,North America
United States,2010,USA,18.225,4687.653,5.642,59789.414,North America
United States,2011,USA,17.634,5424.356,6.653,60245.484,North America
United States,2012,USA,16.812,5231.158,6.652,61134.53,North America
United States,2013,USA,17.099,5510.078,6.888,61958.723,North America
United States,2014,USA,17.119,5617.922,7.015,63018.805,North America
United States,2015,USA,16.461,5673.692,7.219,64359.473,North America
United States,2016,USA,15.935,6214.849,7.993,65017.656,North America
United States,2017,USA,15.639,6767.344,8.755,66155.555,North America
United States,2018,USA,16.001,6865.852,8.64,67719.766,North America
United States,2019,USA,15.5,7014.947,8.967,69112.6,North America
United States,2020,USA,13.817,7299.329,10.123,67342.07,North America
United States,2021,USA,14.758,7672.989,10.116,71307.4,North America
United States,2022,USA,14.802,8389.356,10.875,72679.26,North America
United States,2023,USA,14.319,8499.214,11.212,74158.72,North America
United States,2024,USA,14.197,9192.194,12.05,75489.266,North America
Uzbekistan,1990,UZB,5.039,902.355,3.562,4214.584,Asia
Uzbekistan,1991,UZB,4.881,799.163,3.278,4094.2273,Asia
Uzbekistan,1992,UZB,5.166,812.062,3.602,3547.3115,Asia
Uzbekistan,1993,UZB,5.258,929.549,4.049,3386.4622,Asia
Uzbekistan,1994,UZB,4.887,884.9,3.981,3142.4329,Asia
Uzbekistan,1995,UZB,4.573,750.03,3.398,3052.4187,Asia
Uzbekistan,1996,UZB,4.633,776.165,3.479,3046.5637,Asia
Uzbekistan,1997,UZB,4.589,675.418,3.104,3150.0852,Asia
Uzbekistan,1998,UZB,5.012,662.709,3.093,3234.3574,Asia
Uzbekistan,1999,UZB,5.049,645.984,2.725,3326.4253,Asia
Uzbekistan,2000,UZB,4.982,658.834,2.75,3410.6504,Asia
Uzbekistan,2001,UZB,5.031,662.469,2.793,3509.7285,Asia
Uzbekistan,2002,UZB,5.22,667.242,2.778,3604.6934,Asia
Uzbekistan,2003,UZB,5.068,758.25,3.532,3711.7786,Asia
Uzbekistan,2004,UZB,4.96,676.057,3.172,3939.5305,Asia
Uzbekistan,2005,UZB,4.614,701.249,3.298,4160.955,Asia
Uzbekistan,2006,UZB,4.678,585.825,2.986,4413.7227,Asia
Uzbekistan,2007,UZB,4.573,634.257,3.086,4764.564,Asia
Uzbekistan,2008,UZB,4.669,420.891,2.215,5115.644,Asia
Uzbekistan,2009,UZB,3.91,609.053,3.253,5439.551,Asia
Uzbekistan,2010,UZB,3.793,751.566,4.069,5760.805,Asia
Uzbekistan,2011,UZB,4.051,514.239,2.7,6100.251,Asia
Uzbekistan,2012,UZB,4.062,559.732,3.02,6435.5645,Asia
Uzbekistan,2013,UZB,3.781,539.489,2.945,6797.775,Asia
Uzbekistan,2014,UZB,3.557,520.727,2.785,7145.11,Asia
Uzbekistan,2015,UZB,3.362,495.677,2.827,7529.7637,Asia
Uzbekistan,2016,UZB,3.511,551.306,3.319,7839.978,Asia
Uzbekistan,2017,UZB,3.422,623.511,3.698,8047.0537,Asia
Uzbekistan,2018,UZB,3.161,453.67,2.73,8348.961,Asia
Uzbekistan,2019,UZB,3.275,486.9,2.96,8755.126,Asia
Uzbekistan,2020,UZB,3.22,368.026,2.293,8727.411,Asia
Uzbekistan,2021,UZB,3.597,363.979,2.167,9247.644,Asia
Uzbekistan,2022,UZB,3.409,404.271,2.387,9607.562,Asia
Uzbekistan,2023,UZB,3.446,521.76,3.104,10007.686,Asia
Uzbekistan,2024,UZB,3.829,874.0,4.582,10450.205,Asia
Vietnam,1990,VNM,0.325,227.677,19.581,2467.9646,Asia
Vietnam,1991,VNM,0.32,262.323,22.676,2560.8438,Asia
Vietnam,1992,VNM,0.314,294.135,23.761,2726.4736,Asia
Vietnam,1993,VNM,0.328,317.95,22.917,2890.4243,Asia
Vietnam,1994,VNM,0.386,362.363,23.82,3089.6094,Asia
Vietnam,1995,VNM,0.418,407.973,23.467,3328.2148,Asia
Vietnam,1996,VNM,0.485,455.948,23.225,3584.029,Asia
Vietnam,1997,VNM,0.613,436.238,19.526,3820.3025,Asia
Vietnam,1998,VNM,0.636,409.291,17.158,3982.958,Asia
Vietnam,1999,VNM,0.636,501.539,20.617,4119.0537,Asia
Vietnam,2000,VNM,0.699,523.88,19.107,4349.2236,Asia
Vietnam,2001,VNM,0.782,645.175,21.061,4570.2686,Asia
Vietnam,2002,VNM,0.883,632.933,19.066,4809.6216,Asia
Vietnam,2003,VNM,0.971,650.208,18.345,5090.29,Asia
Vietnam,2004,VNM,1.107,601.044,14.008,5421.097,Asia
Vietnam,2005,VNM,1.182,550.081,12.158,5776.3633,Asia
Vietnam,2006,VNM,1.213,643.881,15.766,6098.245,Asia
Vietnam,2007,VNM,1.213,716.457,16.349,6418.544,Asia
Vietnam,2008,VNM,1.342,806.987,15.182,6659.1357,Asia
Vietnam,2009,VNM,1.44,912.607,17.054,6914.339,Asia
Vietnam,2010,VNM,1.596,852.728,13.931,7274.733,Asia
Vietnam,2011,VNM,1.725,1206.188,18.079,7652.619,Asia
Vietnam,2012,VNM,1.612,1538.182,22.488,7979.868,Asia
Vietnam,2013,VNM,1.672,1636.788,22.935,8324.198,Asia
Vietnam,2014,VNM,1.964,1729.471,22.221,8751.883,Asia
Vietnam,2015,VNM,2.299,1536.528,17.797,9248.024,Asia
Vietnam,2016,VNM,2.351,1718.672,18.653,9743.188,Asia
Vietnam,2017,VNM,2.392,2273.606,23.117,10290.549,Asia
Vietnam,2018,VNM,2.655,2176.498,19.655,10936.894,Asia
Vietnam,2019,VNM,3.492,1836.581,14.914,11628.614,Asia
Vietnam,2020,VNM,3.697,2140.883,17.276,11851.396,Asia
Vietnam,2021,VNM,3.176,2702.946,22.16,12048.902,Asia
Vietnam,2022,VNM,3.237,3234.698,25.312,12979.764,Asia
Vietnam,2023,VNM,3.462,2892.523,21.388,13545.935,Asia
Vietnam,2024,VNM,3.673,3107.219,21.534,14415.216,Asia
