Entity,Year,Code,co2_per_capita,renewables_energy_per_capita,renewables_share_energy,GDP per capita,World region according to OWID
Algeria,1990,DZA,2.991,14.778,0.119,11728.546,Africa
Algeria,1991,DZA,3.0,31.318,0.261,11314.864,Africa
Algeria,1992,DZA,2.977,20.759,0.173,11241.415,Africa
Algeria,1993,DZA,2.981,35.948,0.329,10743.706,Africa
Algeria,1994,DZA,3.15,16.535,0.153,10414.035,Africa
Algeria,1995,DZA,3.369,18.831,0.171,10588.443,Africa
Algeria,1996,DZA,3.429,12.916,0.121,10808.879,Africa
Algeria,1997,DZA,2.959,7.043,0.07,10725.968,Africa
Algeria,1998,DZA,3.518,19.872,0.194,11094.888,Africa
Algeria,1999,DZA,2.973,18.504,0.181,11292.037,Africa
Algeria,2000,DZA,2.736,4.854,0.05,11558.221,Africa
Algeria,2001,DZA,2.745,6.084,0.061,11742.595,Africa
Algeria,2002,DZA,2.824,4.918,0.049,12213.126,Africa
Algeria,2003,DZA,2.924,22.441,0.214,12835.182,Africa
Algeria,2004,DZA,2.784,20.847,0.194,13226.765,Africa
Algeria,2005,DZA,3.309,45.085,0.408,13738.496,Africa
Algeria,2006,DZA,3.087,17.304,0.153,13920.694,Africa
Algeria,2007,DZA,3.146,17.58,0.15,14114.675,Africa
Algeria,2008,DZA,3.119,21.446,0.176,14206.776,Africa
Algeria,2009,DZA,3.278,25.292,0.2,14104.428,Africa
Algeria,2010,DZA,3.257,13.104,0.108,14496.421,Africa
Algeria,2011,DZA,3.38,27.808,0.221,14641.964,Africa
Algeria,2012,DZA,3.602,28.461,0.211,14697.54,Africa
Algeria,2013,DZA,3.684,8.495,0.061,14778.191,Africa
Algeria,2014,DZA,3.888,16.485,0.11,15073.763,Africa
Algeria,2015,DZA,4.006,14.044,0.091,15239.518,Africa
Algeria,2016,DZA,3.875,20.669,0.137,15511.686,Africa
Algeria,2017,DZA,3.964,34.721,0.232,15427.664,Africa
Algeria,2018,DZA,4.104,42.722,0.271,15343.426,Africa
Algeria,2019,DZA,4.214,44.423,0.277,15199.199,Africa
Algeria,2020,DZA,3.886,41.616,0.283,14194.155,Africa
Algeria,2021,DZA,4.067,37.627,0.238,14496.865,Africa
Algeria,2022,DZA,4.239,36.792,0.228,14782.2,Africa
Algeria,2023,DZA,4.394,38.516,0.227,15159.324,Africa
Algeria,2024,DZA,4.234,39.236,0.242,15501.92,Africa
Argentina,1990,ARG,3.425,1514.809,9.729,17007.285,South America
Argentina,1991,ARG,3.543,1338.858,8.57,18295.61,South America
Argentina,1992,ARG,3.606,1592.073,9.64,19476.283,South America
Argentina,1993,ARG,3.456,1941.955,11.552,20791.346,South America
Argentina,1994,ARG,3.424,2198.729,12.563,21711.844,South America
Argentina,1995,ARG,3.576,2109.872,11.83,20819.5,South America
Argentina,1996,ARG,3.701,1778.042,9.646,21695.596,South America
Argentina,1997,ARG,3.8,2174.478,11.781,23172.158,South America
Argentina,1998,ARG,3.835,2042.183,10.78,23783.102,South America
Argentina,1999,ARG,4.032,1640.209,8.606,22714.512,South America
Argentina,2000,ARG,3.852,2167.966,11.557,22281.38,South America
Argentina,2001,ARG,3.588,2719.51,15.036,21066.459,South America
Argentina,2002,ARG,3.285,2626.436,15.335,18571.701,South America
Argentina,2003,ARG,3.498,2474.063,13.613,20005.139,South America
Argentina,2004,ARG,4.051,2201.711,11.465,21591.45,South America
Argentina,2005,ARG,4.124,2423.348,12.032,23262.408,South America
Argentina,2006,ARG,4.4,2652.587,12.678,24877.25,South America
Argentina,2007,ARG,4.342,2162.664,10.024,26850.664,South America
Argentina,2008,ARG,4.641,2132.41,9.872,27658.484,South America
Argentina,2009,ARG,4.366,2317.319,11.193,25747.197,South America
Argentina,2010,ARG,4.508,2353.397,11.092,28056.258,South America
Argentina,2011,ARG,4.55,2249.753,10.412,29425.76,South America
Argentina,2012,ARG,4.547,2160.214,9.701,28825.967,South America
Argentina,2013,ARG,4.451,2387.985,10.134,29227.66,South America
Argentina,2014,ARG,4.382,2385.344,10.396,28200.814,South America
Argentina,2015,ARG,4.412,2373.331,10.275,28669.207,South America
Argentina,2016,ARG,4.328,2184.091,9.586,27802.105,South America
Argentina,2017,ARG,4.224,2338.09,10.445,28334.904,South America
Argentina,2018,ARG,4.087,2376.033,10.824,27367.115,South America
Argentina,2019,ARG,4.012,2334.881,11.417,26629.553,South America
Argentina,2020,ARG,3.643,2246.39,11.833,23877.094,South America
Argentina,2021,ARG,4.197,2276.367,10.947,26300.273,South America
Argentina,2022,ARG,4.047,2630.946,12.01,27825.027,South America
Argentina,2023,ARG,3.918,3083.319,14.1,27230.396,South America
Argentina,2024,ARG,3.743,3158.544,14.803,26771.965,South America
Australia,1990,AUS,16.236,2532.481,4.137,36267.742,Oceania
Australia,1991,AUS,16.103,2636.145,4.394,35670.668,Oceania
Australia,1992,AUS,16.208,2644.512,4.389,35426.285,Oceania
Australia,1993,AUS,16.294,2689.136,4.407,36533.15,Oceania
Australia,1994,AUS,16.405,2631.734,4.196,37622.652,Oceania
Australia,1995,AUS,16.853,2546.364,4.002,38653.336,Oceania
Australia,1996,AUS,17.036,2589.703,4.0,39663.16,Oceania
Australia,1997,AUS,17.306,2568.729,3.914,40773.566,Oceania
Australia,1998,AUS,17.861,2535.081,3.813,42257.17,Oceania
Australia,1999,AUS,18.185,2591.266,3.786,43899.074,Oceania
Australia,2000,AUS,18.288,2562.243,3.765,45099.074,Oceania
Australia,2001,AUS,18.469,2477.333,3.655,45428.2,Oceania
Australia,2002,AUS,18.495,2535.098,3.711,46688.395,Oceania
Australia,2003,AUS,18.708,2600.875,3.797,47581.23,Oceania
Australia,2004,AUS,19.056,2676.806,3.829,49061.277,Oceania
Australia,2005,AUS,18.975,2839.375,4.095,49997.066,Oceania
Australia,2006,AUS,19.007,2867.825,4.024,50693.727,Oceania
Australia,2007,AUS,19.036,2716.251,3.786,51663.242,Oceania
Australia,2008,AUS,18.918,2503.279,3.499,52473.383,Oceania
Australia,2009,AUS,18.683,2574.128,3.722,52407.91,Oceania
Australia,2010,AUS,18.293,2778.986,4.088,52739.27,Oceania
Australia,2011,AUS,17.966,3726.721,5.392,53257.047,Oceania
Australia,2012,AUS,17.722,3618.664,5.4,54403.883,Oceania
Australia,2013,AUS,17.122,4117.444,6.173,54895.004,Oceania
Australia,2014,AUS,16.639,3747.245,5.663,55489.07,Oceania
Australia,2015,AUS,16.727,3969.371,5.955,55879.996,Oceania
Australia,2016,AUS,16.838,4463.105,6.785,56529.953,Oceania
Australia,2017,AUS,16.716,4113.181,6.373,56881.855,Oceania
Australia,2018,AUS,16.512,5056.059,7.848,57647.844,Oceania
Australia,2019,AUS,16.283,5515.36,8.407,58048.617,Oceania
Australia,2020,AUS,15.481,6299.231,10.292,57260.465,Oceania
Australia,2021,AUS,14.966,7465.874,12.283,58327.414,Oceania
Australia,2022,AUS,14.659,8331.791,13.247,60029.133,Oceania
Australia,2023,AUS,14.529,8894.678,14.323,60684.96,Oceania
Australia,2024,AUS,14.477,9142.299,14.733,60303.98,Oceania
Austria,1990,AUT,8.098,11861.939,27.764,43258.176,Europe
Austria,1991,AUT,8.481,11753.494,26.528,44302.42,Europe
Austria,1992,AUT,7.688,12872.423,29.828,44734.855,Europe
Austria,1993,AUT,7.678,13432.34,30.718,44601.207,Europe
Austria,1994,AUT,7.694,12971.936,30.028,45497.137,Europe
Austria,1995,AUT,8.058,13681.694,30.14,46639.53,Europe
Austria,1996,AUT,8.468,12564.938,27.074,47608.633,Europe
Austria,1997,AUT,8.445,13262.765,28.264,48575.16,Europe
Austria,1998,AUT,8.39,13676.905,28.532,50216.7,Europe
Austria,1999,AUT,8.215,14785.12,30.668,52004.53,Europe
Austria,2000,AUT,8.262,15123.116,31.268,53534.344,Europe
Austria,2001,AUT,8.728,14604.941,29.411,54032.152,Europe
Austria,2002,AUT,8.908,14296.995,28.923,54565.08,Europe
Austria,2003,AUT,9.53,11928.683,24.121,54919.79,Europe
Austria,2004,AUT,9.508,13288.841,26.119,55980.23,Europe
Austria,2005,AUT,9.612,13573.702,26.317,56890.28,Europe
Austria,2006,AUT,9.286,13681.859,26.99,58460.24,Europe
Austria,2007,AUT,8.93,14489.952,29.094,60470.91,Europe
Austria,2008,AUT,8.827,14830.887,29.577,61157.99,Europe
Austria,2009,AUT,8.065,15689.63,32.548,58810.44,Europe
Austria,2010,AUT,8.607,14914.627,30.113,59730.55,Europe
Austria,2011,AUT,8.327,13529.7,29.158,61272.258,Europe
Austria,2012,AUT,7.977,16628.379,34.498,61376.723,Europe
Austria,2013,AUT,7.989,16160.421,34.024,60863.055,Europe
Austria,2014,AUT,7.506,15856.681,35.017,60845.66,Europe
Austria,2015,AUT,7.677,14879.399,33.052,60951.688,Europe
Austria,2016,AUT,7.693,15643.162,34.026,61572.71,Europe
Austria,2017,AUT,7.91,15468.543,33.213,62535.9,Europe
Austria,2018,AUT,7.529,15027.287,33.139,63778.027,Europe
Austria,2019,AUT,7.651,16154.252,34.189,64609.375,Europe
Austria,2020,AUT,6.97,16198.43,36.88,60276.414,Europe
Austria,2021,AUT,7.333,15397.121,34.638,62968.94,Europe
Austria,2022,AUT,6.78,14521.192,35.134,65694.555,Europe
Austria,2023,AUT,6.233,16872.156,40.022,64536.297,Europe
Austria,2024,AUT,6.18,19131.916,43.347,63788.08,Europe
Azerbaijan,1990,AZE,7.101,636.911,1.77,10776.067,Asia
Azerbaijan,1991,AZE,6.846,668.134,1.954,10559.212,Asia
Azerbaijan,1992,AZE,7.585,655.381,2.267,8050.2163,Asia
Azerbaijan,1993,AZE,6.451,898.025,3.632,6097.4863,Asia
Azerbaijan,1994,AZE,5.513,668.078,2.981,4830.699,Asia
Azerbaijan,1995,AZE,4.315,559.925,2.695,4211.721,Asia
Azerbaijan,1996,AZE,3.99,545.199,3.248,4223.523,Asia
Azerbaijan,1997,AZE,3.76,599.222,3.779,4425.5884,Asia
Azerbaijan,1998,AZE,3.96,675.252,4.291,4822.16,Asia
Azerbaijan,1999,AZE,3.558,516.431,3.318,5133.748,Asia
Azerbaijan,2000,AZE,3.641,521.251,3.233,5656.9297,Asia
Azerbaijan,2001,AZE,3.444,435.533,2.83,6168.9854,Asia
Azerbaijan,2002,AZE,3.431,664.683,4.419,6701.0815,Asia
Azerbaijan,2003,AZE,3.629,801.169,4.963,7329.4062,Asia
Azerbaijan,2004,AZE,3.799,879.415,4.866,7937.8594,Asia
Azerbaijan,2005,AZE,3.977,940.974,4.864,10054.101,Asia
Azerbaijan,2006,AZE,3.963,772.853,4.114,13371.658,Asia
Azerbaijan,2007,AZE,3.402,712.167,4.173,16587.365,Asia
Azerbaijan,2008,AZE,3.694,658.551,3.906,17963.021,Asia
Azerbaijan,2009,AZE,3.217,670.36,4.673,19242.39,Asia
Azerbaijan,2010,AZE,3.012,981.326,7.021,19925.39,Asia
Azerbaijan,2011,AZE,3.264,748.92,4.771,19358.078,Asia
Azerbaijan,2012,AZE,3.495,500.556,3.133,19523.373,Asia
Azerbaijan,2013,AZE,3.531,423.162,2.612,20398.646,Asia
Azerbaijan,2014,AZE,3.566,372.981,2.288,20709.201,Asia
Azerbaijan,2015,AZE,3.556,456.576,2.596,20678.754,Asia
Azerbaijan,2016,AZE,3.519,541.271,3.145,19822.41,Asia
Azerbaijan,2017,AZE,3.481,479.544,2.868,19659.004,Asia
Azerbaijan,2018,AZE,3.444,493.52,2.817,19781.852,Asia
Azerbaijan,2019,AZE,3.734,449.994,2.451,20101.492,Asia
Azerbaijan,2020,AZE,3.559,324.848,1.79,19126.098,Asia
Azerbaijan,2021,AZE,3.742,372.179,1.93,20111.375,Asia
Azerbaijan,2022,AZE,3.999,446.39,2.188,21051.244,Asia
Azerbaijan,2023,AZE,4.143,482.774,2.294,21310.738,Asia
Azerbaijan,2024,AZE,3.853,864.325,4.303,22072.148,Asia
Bangladesh,1990,BGD,0.126,21.997,3.332,2069.7822,Asia
Bangladesh,1991,BGD,0.13,20.457,3.274,2101.3835,Asia
Bangladesh,1992,BGD,0.133,19.069,2.851,2174.3823,Asia
Bangladesh,1993,BGD,0.136,14.297,1.979,2234.81,Asia
Bangladesh,1994,BGD,0.146,19.551,2.599,2279.0942,Asia
Bangladesh,1995,BGD,0.172,8.428,0.965,2351.7039,Asia
Bangladesh,1996,BGD,0.172,16.44,1.832,2413.543,Asia
Bangladesh,1997,BGD,0.182,15.702,1.696,2475.5957,Asia
Bangladesh,1998,BGD,0.179,18.537,1.916,2555.0613,Asia
Bangladesh,1999,BGD,0.19,17.515,1.824,2624.0654,Asia
Bangladesh,2000,BGD,0.197,16.438,1.625,2712.935,Asia
Bangladesh,2001,BGD,0.227,20.81,1.831,2803.5547,Asia
Bangladesh,2002,BGD,0.23,16.332,1.454,2866.4346,Asia
Bangladesh,2003,BGD,0.238,15.829,1.353,2958.915,Asia
Bangladesh,2004,BGD,0.252,15.126,1.233,3071.838,Asia
Bangladesh,2005,BGD,0.261,14.753,1.123,3231.6138,Asia
Bangladesh,2006,BGD,0.285,14.768,1.051,3407.4272,Asia
Bangladesh,2007,BGD,0.288,14.827,1.037,3608.9155,Asia
Bangladesh,2008,BGD,0.303,18.246,1.224,3787.9382,Asia
Bangladesh,2009,BGD,0.326,8.342,0.513,3942.1362,Asia
Bangladesh,2010,BGD,0.355,13.754,0.834,4125.464,Asia
Bangladesh,2011,BGD,0.362,17.591,0.995,4352.4263,Asia
Bangladesh,2012,BGD,0.385,16.087,0.846,4592.0483,Asia
Bangladesh,2013,BGD,0.414,15.911,0.813,4822.726,Asia
Bangladesh,2014,BGD,0.428,13.83,0.686,5068.6396,Asia
Bangladesh,2015,BGD,0.483,19.155,0.793,5352.7114,Asia
Bangladesh,2016,BGD,0.508,17.793,0.74,5682.5356,Asia
Bangladesh,2017,BGD,0.534,21.278,0.857,6005.707,Asia
Bangladesh,2018,BGD,0.53,18.625,0.708,6392.5933,Asia
Bangladesh,2019,BGD,0.575,18.707,0.64,6838.326,Asia
Bangladesh,2020,BGD,0.576,17.952,0.653,7015.1978,Asia
Bangladesh,2021,BGD,0.588,19.689,0.671,7441.0693,Asia
Bangladesh,2022,BGD,0.603,20.935,0.693,7888.164,Asia
Bangladesh,2023,BGD,0.61,23.331,0.79,8242.398,Asia
Bangladesh,2024,BGD,0.624,33.367,1.095,8486.785,Asia
Belarus,1990,BLR,10.648,5.454,0.012,12351.636,Europe
Belarus,1991,BLR,10.22,4.905,0.011,12197.788,Europe
Belarus,1992,BLR,9.16,4.622,0.012,11002.602,Europe
Belarus,1993,BLR,7.877,5.153,0.016,10143.984,Europe
Belarus,1994,BLR,6.646,5.159,0.019,8967.73,Europe
Belarus,1995,BLR,5.983,5.448,0.022,8061.196,Europe
Belarus,1996,BLR,6.085,4.373,0.017,8314.856,Europe
Belarus,1997,BLR,6.095,5.763,0.022,9301.327,Europe
Belarus,1998,BLR,5.97,7.716,0.031,10128.156,Europe
Belarus,1999,BLR,5.785,5.257,0.021,10519.749,Europe
Belarus,2000,BLR,5.506,7.507,0.029,11182.455,Europe
Belarus,2001,BLR,5.444,8.339,0.033,11771.087,Europe
Belarus,2002,BLR,5.464,8.047,0.031,12443.933,Europe
Belarus,2003,BLR,5.635,7.783,0.03,13413.927,Europe
Belarus,2004,BLR,5.996,9.468,0.032,15052.118,Europe
Belarus,2005,BLR,6.144,10.288,0.035,16579.873,Europe
Belarus,2006,BLR,6.433,10.669,0.034,18349.871,Europe
Belarus,2007,BLR,6.303,14.587,0.047,20019.611,Europe
Belarus,2008,BLR,6.604,30.525,0.097,22137.947,Europe
Belarus,2009,BLR,6.377,57.285,0.193,22236.838,Europe
Belarus,2010,BLR,6.587,81.432,0.252,24012.613,Europe
Belarus,2011,BLR,6.477,77.555,0.244,25404.756,Europe
Belarus,2012,BLR,6.614,88.457,0.257,25879.133,Europe
Belarus,2013,BLR,6.778,94.87,0.305,26147.625,Europe
Belarus,2014,BLR,6.725,91.899,0.295,26564.436,Europe
Belarus,2015,BLR,6.201,97.224,0.346,25513.213,Europe
Belarus,2016,BLR,6.126,116.31,0.405,24846.83,Europe
Belarus,2017,BLR,6.26,212.389,0.726,25503.98,Europe
Belarus,2018,BLR,6.558,193.067,0.596,26363.463,Europe
Belarus,2019,BLR,6.589,236.446,0.723,26798.82,Europe
Belarus,2020,BLR,6.323,288.922,0.943,26731.496,Europe
Belarus,2021,BLR,6.579,373.496,1.106,27611.18,Europe
Belarus,2022,BLR,6.227,379.215,1.147,26537.508,Europe
Belarus,2023,BLR,6.114,341.217,1.027,27782.438,Europe
Belarus,2024,BLR,6.163,334.648,0.969,29040.973,Europe
Belgium,1990,BEL,12.081,164.601,0.265,41640.06,Europe
Belgium,1991,BEL,12.341,159.287,0.249,42246.074,Europe
Belgium,1992,BEL,12.196,179.833,0.283,42719.047,Europe
Belgium,1993,BEL,12.043,148.083,0.238,42143.195,Europe
Belgium,1994,BEL,12.34,173.165,0.265,43369.277,Europe
Belgium,1995,BEL,12.426,194.038,0.294,44310.63,Europe
Belgium,1996,BEL,12.75,164.159,0.234,44808.523,Europe
Belgium,1997,BEL,12.181,169.801,0.241,46396.004,Europe
Belgium,1998,BEL,12.766,218.852,0.305,47205.31,Europe
Belgium,1999,BEL,12.195,247.718,0.348,48765.766,Europe
Belgium,2000,BEL,12.366,302.117,0.418,50455.734,Europe
Belgium,2001,BEL,12.257,309.718,0.434,50835.4,Europe
Belgium,2002,BEL,12.279,328.617,0.465,51471.85,Europe
Belgium,2003,BEL,12.364,346.072,0.473,51788.844,Europe
Belgium,2004,BEL,12.36,430.583,0.589,53406.69,Europe
Belgium,2005,BEL,11.992,606.539,0.844,54346.895,Europe
Belgium,2006,BEL,11.746,843.439,1.178,55367.62,Europe
Belgium,2007,BEL,11.34,986.438,1.378,56983.46,Europe
Belgium,2008,BEL,11.224,1239.667,1.718,56787.74,Europe
Belgium,2009,BEL,9.97,1644.009,2.494,55258.707,Europe
Belgium,2010,BEL,10.475,2175.545,3.125,56240.203,Europe
Belgium,2011,BEL,9.526,2562.143,3.983,56585.3,Europe
Belgium,2012,BEL,9.227,3065.728,4.996,56356.824,Europe
Belgium,2013,BEL,9.213,3302.094,5.28,56263.176,Europe
Belgium,2014,BEL,8.66,3429.2,5.938,57002.91,Europe
Belgium,2015,BEL,8.987,3800.975,6.551,57509.023,Europe
Belgium,2016,BEL,8.808,3898.403,6.264,57901.496,Europe
Belgium,2017,BEL,8.727,4266.12,6.819,58529.332,Europe
Belgium,2018,BEL,8.772,4514.539,7.262,59357.69,Europe
Belgium,2019,BEL,8.685,4959.01,7.77,60479.977,Europe
Belgium,2020,BEL,7.908,5970.694,10.457,57333.543,Europe
Belgium,2021,BEL,8.204,5827.848,9.202,60669.215,Europe
Belgium,2022,BEL,7.638,6178.421,10.436,62561.78,Europe
Belgium,2023,BEL,7.232,6688.11,12.149,63095.402,Europe
Belgium,2024,BEL,7.28,6236.943,11.454,63347.785,Europe
Brazil,1990,BRA,1.466,4425.613,43.267,12633.288,South America
Brazil,1991,BRA,1.512,4564.309,43.701,12546.561,South America
Brazil,1992,BRA,1.514,4598.295,44.017,12271.979,South America
Brazil,1993,BRA,1.558,4759.602,44.217,12669.429,South America
Brazil,1994,BRA,1.595,4863.222,43.932,13202.931,South America
Brazil,1995,BRA,1.661,5006.808,43.373,13550.439,South America
Brazil,1996,BRA,1.762,5171.377,42.834,13641.63,South America
Brazil,1997,BRA,1.842,5307.014,42.148,13896.625,South America
Brazil,1998,BRA,1.876,5432.984,42.033,13737.703,South America
Brazil,1999,BRA,1.907,5396.396,41.786,13602.414,South America
Brazil,2000,BRA,1.955,5431.651,40.939,14005.348,South America
Brazil,2001,BRA,1.963,4757.029,37.181,14016.132,South America
Brazil,2002,BRA,1.948,4999.102,38.819,14265.905,South America
Brazil,2003,BRA,1.908,5220.481,40.449,14259.366,South America
Brazil,2004,BRA,1.979,5417.239,40.444,14911.261,South America
Brazil,2005,BRA,1.973,5605.208,41.27,15221.014,South America
Brazil,2006,BRA,1.976,5687.245,41.147,15657.4795,South America
Brazil,2007,BRA,2.071,6157.509,42.285,16440.584,South America
Brazil,2008,BRA,2.168,6241.243,41.389,17113.367,South America
Brazil,2009,BRA,2.029,6568.738,44.157,16939.441,South America
Brazil,2010,BRA,2.273,6838.134,42.505,18062.158,South America
Brazil,2011,BRA,2.365,7032.775,42.378,18627.81,South America
Brazil,2012,BRA,2.527,6821.538,40.259,18832.219,South America
Brazil,2013,BRA,2.678,6638.316,38.407,19241.506,South America
Brazil,2014,BRA,2.781,6586.642,37.566,19183.172,South America
Brazil,2015,BRA,2.619,6659.638,38.708,18357.068,South America
Brazil,2016,BRA,2.42,6906.225,41.536,17620.928,South America
Brazil,2017,BRA,2.429,6871.597,41.294,17724.48,South America
Brazil,2018,BRA,2.312,7305.303,44.126,17917.75,South America
Brazil,2019,BRA,2.298,7596.836,45.178,18018.621,South America
Brazil,2020,BRA,2.147,7552.618,47.116,17327.516,South America
Brazil,2021,BRA,2.37,7309.751,43.673,18075.705,South America
Brazil,2022,BRA,2.283,8263.67,47.66,18554.047,South America
Brazil,2023,BRA,2.292,8713.017,48.95,19079.812,South America
Brazil,2024,BRA,2.278,8954.191,49.616,19652.365,South America
Bulgaria,1990,BGR,8.687,513.216,1.401,14229.702,Europe
Bulgaria,1991,BGR,7.075,724.488,2.41,13157.626,Europe
Bulgaria,1992,BGR,6.701,617.602,2.148,12332.477,Europe
Bulgaria,1993,BGR,6.896,586.295,1.891,12247.233,Europe
Bulgaria,1994,BGR,6.699,427.71,1.426,12512.308,Europe
Bulgaria,1995,BGR,6.93,722.565,2.226,12932.278,Europe
Bulgaria,1996,BGR,7.051,967.535,2.968,13675.803,Europe
Bulgaria,1997,BGR,6.791,920.844,2.96,11817.135,Europe
Bulgaria,1998,BGR,6.526,1047.189,3.469,12347.019,Europe
Bulgaria,1999,BGR,5.748,940.678,3.516,11373.94,Europe
Bulgaria,2000,BGR,5.687,913.482,3.386,11954.587,Europe
Bulgaria,2001,BGR,6.183,575.241,2.044,12661.241,Europe
Bulgaria,2002,BGR,5.869,737.382,2.681,13698.857,Europe
Bulgaria,2003,BGR,6.47,1045.661,3.646,14530.935,Europe
Bulgaria,2004,BGR,6.392,1098.013,3.931,15594.222,Europe
Bulgaria,2005,BGR,6.576,1502.857,4.937,16820.785,Europe
Bulgaria,2006,BGR,6.785,1481.388,4.738,18102.0,Europe
Bulgaria,2007,BGR,7.338,1008.426,3.307,19449.059,Europe
Bulgaria,2008,BGR,7.169,1029.703,3.391,20786.594,Europe
Bulgaria,2009,BGR,6.11,1298.417,4.846,20220.697,Europe
Bulgaria,2010,BGR,6.429,2045.108,7.258,20670.826,Europe
Bulgaria,2011,BGR,7.198,1395.782,4.618,21238.635,Europe
Bulgaria,2012,BGR,6.598,1985.162,6.861,21521.973,Europe
Bulgaria,2013,BGR,5.862,2617.215,9.694,21841.285,Europe
Bulgaria,2014,BGR,6.253,2793.733,9.634,22318.072,Europe
Bulgaria,2015,BGR,6.705,3343.696,10.787,23371.549,Europe
Bulgaria,2016,BGR,6.362,2775.302,9.37,24393.56,Europe
Bulgaria,2017,BGR,6.706,2468.908,8.073,25397.414,Europe
Bulgaria,2018,BGR,6.193,3730.516,12.096,26348.1,Europe
Bulgaria,2019,BGR,6.049,3119.381,10.38,27736.375,Europe
Bulgaria,2020,BGR,5.274,3103.907,11.122,27138.148,Europe
Bulgaria,2021,BGR,6.16,4227.53,13.231,29457.71,Europe
Bulgaria,2022,BGR,6.876,4006.276,12.026,30860.877,Europe
Bulgaria,2023,BGR,5.077,4096.279,14.288,31469.861,Europe
Bulgaria,2024,BGR,4.679,4606.557,16.425,32561.914,Europe
Canada,1990,CAN,16.482,30000.756,28.252,40475.113,North America
Canada,1991,CAN,15.974,30755.941,29.252,39139.312,North America
Canada,1992,CAN,16.259,31214.236,29.262,39023.184,North America
Canada,1993,CAN,16.096,31572.711,29.209,39622.48,North America
Canada,1994,CAN,16.415,31865.475,28.705,40952.137,North America
Canada,1995,CAN,16.678,32262.453,28.664,41617.723,North America
Canada,1996,CAN,17.058,33886.051,29.629,41880.55,North America
Canada,1997,CAN,17.366,33077.242,29.044,43241.242,North America
Canada,1998,CAN,17.462,31276.115,28.09,44553.28,North America
Canada,1999,CAN,17.774,32295.037,28.364,46464.547,North America
Canada,2000,CAN,18.344,33057.09,28.536,48399.305,North America
Canada,2001,CAN,17.908,30388.578,27.032,48774.168,North America
Canada,2002,CAN,17.893,31425.666,27.335,49695.008,North America
Canada,2003,CAN,18.255,29807.42,26.02,50139.785,North America
Canada,2004,CAN,17.935,29626.947,25.7,51210.68,North America
Canada,2005,CAN,17.583,31068.244,27.043,52356.56,North America
Canada,2006,CAN,17.287,29920.072,27.208,53195.78,North America
Canada,2007,CAN,17.828,30871.58,26.53,53761.863,North America
Canada,2008,CAN,17.167,31101.635,27.374,53711.68,North America
Canada,2009,CAN,15.997,30221.305,27.993,51552.42,North America
Canada,2010,CAN,16.209,28687.912,26.567,52558.44,North America
Canada,2011,CAN,16.288,30384.727,27.419,53681.13,North America
Canada,2012,CAN,16.086,30567.82,27.863,54034.805,North America
Canada,2013,CAN,16.11,30892.877,27.745,54712.18,North America
Canada,2014,CAN,15.854,29860.582,27.026,55723.484,North America
Canada,2015,CAN,15.655,30453.926,27.733,55660.867,North America
Canada,2016,CAN,15.231,30513.07,28.46,55606.156,North America
Canada,2017,CAN,15.395,30754.025,28.65,56612.33,North America
Canada,2018,CAN,15.42,29742.834,27.664,57337.492,North America
Canada,2019,CAN,15.325,28917.936,27.407,57583.848,North America
Canada,2020,CAN,13.733,29033.365,29.457,54092.88,North America
Canada,2021,CAN,13.977,28705.746,29.113,56995.117,North America
Canada,2022,CAN,14.107,29583.107,29.497,58321.062,North America
Canada,2023,CAN,13.88,27060.777,27.858,57517.44,North America
Canada,2024,CAN,13.42,26117.027,27.157,56706.824,North America
Chile,1990,CHL,2.449,2072.36,18.081,10952.655,South America
Chile,1991,CHL,2.261,2906.943,23.018,11607.53,South America
Chile,1992,CHL,2.305,3741.366,27.187,12735.602,South America
Chile,1993,CHL,2.418,3779.152,26.38,13377.306,South America
Chile,1994,CHL,2.653,3685.537,24.851,13846.349,South America
Chile,1995,CHL,2.861,3925.081,24.921,14908.035,South America
Chile,1996,CHL,3.273,3549.737,21.55,15744.738,South America
Chile,1997,CHL,3.746,3888.631,20.921,16683.906,South America
Chile,1998,CHL,3.785,3166.242,17.196,17156.973,South America
Chile,1999,CHL,4.009,2757.639,14.538,16896.125,South America
Chile,2000,CHL,3.773,3695.884,18.856,17525.271,South America
Chile,2001,CHL,3.374,4155.116,21.061,17870.3,South America
Chile,2002,CHL,3.458,4358.125,21.834,18240.201,South America
Chile,2003,CHL,3.438,4175.072,21.012,18902.871,South America
Chile,2004,CHL,3.658,3903.542,18.554,19961.984,South America
Chile,2005,CHL,3.738,4548.591,21.083,20918.527,South America
Chile,2006,CHL,3.88,4841.659,21.915,21968.537,South America
Chile,2007,CHL,4.227,4070.163,18.572,22878.883,South America
Chile,2008,CHL,4.19,4474.174,20.647,23509.781,South America
Chile,2009,CHL,3.878,4520.578,21.976,23013.582,South America
Chile,2010,CHL,4.153,3968.026,18.941,24116.77,South America
Chile,2011,CHL,4.499,3889.618,17.672,25366.27,South America
Chile,2012,CHL,4.545,4093.518,17.976,26670.498,South America
Chile,2013,CHL,4.621,4176.792,18.024,27291.357,South America
Chile,2014,CHL,4.343,4426.256,19.519,27505.049,South America
Chile,2015,CHL,4.531,4764.74,21.0,27811.375,South America
Chile,2016,CHL,4.612,4546.351,19.341,27958.729,South America
Chile,2017,CHL,4.533,5140.249,21.426,27892.994,South America
